id_loker,pulau,provinsi,job_position,company_name,years_of_experience,years_of_experience_cat,average_processing_time,company_industry,company_size,work_environment_waktu_bekerja,work_environment_gaya_berpakaian,work_environment_gaya_berpakaian_contoh,work_environment_tunjangan,work_environment_bahasa,platform,pendidikan
112,jawa,jawa barat,field collection majalengka,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",indonesia,jobstreet,"d3, s1, sma"
113,sumatera,jambi,field collection muara bungo,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",indonesia,jobstreet,"d3, s1, sma"
114,jawa,dki jakarta,sap fico consultant,PT Accenture,3,0 - 4 tahun,14,Konsultasi (Bisnis & Manajemen),501 - 1000 pekerja,fleksibel,bisnis,kemeja,kesehatan,"indonesia, inggris",jobstreet,"profesi, s2"
115,kalimantan,kalimantan timur,teknisi balikpapan,PT Enerren Technologies,1,0 - 4 tahun,14,Call Center/IT-Enabled Services/BPO,51 - 200 pekerja,senin - jumat,formal,kemeja polos & dasi,"umum, kesehatan",inggris,jobstreet,sma
116,jawa,jawa tengah,programmer,Lidah Buaya Group,1,0 - 4 tahun,14,Umum & Grosir,501 - 1000 pekerja,senin - sabtu,formal,kemeja polos & dasi,"kesehatan, tidak tersedia","indonesia, inggris",jobstreet,"d3, s1"
117,jawa,banten,translator / penerjemah,PT. Harvard Technology Indonesia,2,0 - 4 tahun,5,Manufaktur/Produksi,1- 50 pekerja,senin - jumat,bisnis,kemeja,"umum, bpjs kesehatan, lembur",indonesia,jobstreet,"d3, s1"
118,jawa,jawa timur,marketing,PT Amtech,2,0 - 4 tahun,14,Industri Berat/Mesin/Peralatan,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,tidak tersedia,indonesia,jobstreet,"d3, s1"
119,jawa,jawa barat,field collection sukabumi,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",indonesia,jobstreet,"d3, s1, sma"
120,jawa,jawa barat,field collection cirebon,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",indonesia,jobstreet,"d3, s1, sma"
121,jawa,jawa barat,dosen prodi musik gereja,Sekolah Tinggi Teologi Wesley Methodist Indonesia,2,0 - 4 tahun,tidak tersedia,Pendidikan,tidak spesifik,senin - jumat,bisnis,kemeja,tidak tersedia,indonesia,jobstreet,s1
122,jawa,dki jakarta,it android developer,PT Rpay Finansial Digital Indonesia,1,0 - 4 tahun,1,Perbankan/Pelayanan Keuangan,1- 50 pekerja,senin - jumat,tidak spesifik,tidak spesifik,tidak tersedia,inggris,jobstreet,s1
123,jawa,dki jakarta,certified clinical specialist hemodialysis,PT Surgika Alkesindo,2,0 - 4 tahun,14,Kesehatan/Medis,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,tidak dicantumkan
124,jawa,jawa timur,aesthetic doctor,EUROMEDICA GROUP,2,0 - 4 tahun,14,Perawatan/Kecantikan/Fitnes,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,profesi
125,sumatera,sumatera utara,dokter estetika,Dr Yenny Aesthetic Clinic,1,0 - 4 tahun,14,Kesehatan/Medis,1- 50 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
126,jawa,dki jakarta,programmer,PT BIZGITAL INDONESIA JAYA,3,0 - 4 tahun,3,Lainnya,tidak spesifik,senin - jumat,kasual,kaos,"pendidikan, umum",indonesia,jobstreet,tidak dicantumkan
127,jawa,jawa timur,software developer,PT LAPRINT JAYA,1,0 - 4 tahun,12,Percetakan/Penerbitan,51 - 200 pekerja,senin - jumat,kasual,kaos,kesehatan,indonesia,jobstreet,d3
128,jawa,dki jakarta,software engineer,PT Multipolar Technology Tbk,5,5 - 9 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),201 - 500 pekerja,senin - jumat,bisnis,kemeja,umum,inggris,jobstreet,s1
129,jawa,dki jakarta,java backend,PT Insura Media Solusi (Jakarta),2,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,kasual,kaos,kesehatan,indonesia,jobstreet,d3
130,jawa,dki jakarta,programmer,PT Deptech Digital Indonesia,5,5 - 9 tahun,1,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum",indonesia,jobstreet,tidak dicantumkan
131,jawa,dki jakarta,sap bw consultant,PT Accenture,4,0 - 4 tahun,14,Konsultasi (Bisnis & Manajemen),501 - 1000 pekerja,fleksibel,bisnis,kemeja,kesehatan,"indonesia, inggris",jobstreet,"profesi, s2"
132,jawa,dki jakarta,web developer,PT Kamoro Maxima Integra,1,0 - 4 tahun,tidak tersedia,Komputer/Teknik Informatika (Perangkat Lunak),51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, kacamata",indonesia,jobstreet,"s1, profesi"
133,jawa,dki jakarta,frontend engineer,PT Deptech Digital Indonesia,2,0 - 4 tahun,1,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum",indonesia,jobstreet,tidak dicantumkan
134,jawa,dki jakarta,backend engineer,PT Deptech Digital Indonesia,2,0 - 4 tahun,1,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum",indonesia,jobstreet,tidak dicantumkan
135,jawa,dki jakarta,senior salesman,PT Trimassive Indonesia,5,5 - 9 tahun,tidak tersedia,Umum & Grosir,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,inggris,jobstreet,d3
136,jawa,jawa tengah,marketing education officer,PT Carisma Esa Cakti,1,0 - 4 tahun,14,Perawatan/Kecantikan/Fitnes,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
137,sulawesi,sulawesi selatan,security perumahan,PT Nusasembada Bangunindo,1,0 - 4 tahun,14,Properti/Real Estate,201 - 500 pekerja,senin - jumat,seragam,seragam kantor/lapangan,"kesehatan, umum, pendidikan",indonesia,jobstreet,tidak dicantumkan
138,jawa,banten,sales marketing,PT Mustika Teknik Gemilang,3,0 - 4 tahun,14,Elektrikal & Elektronik,1- 50 pekerja,senin - sabtu,bisnis,kemeja,tidak tersedia,indonesia,jobstreet,s1
139,jawa,dki jakarta,trading operation staff,PT Global Pacific Trading Indonesia,1,0 - 4 tahun,9,Polymer/Plastik/Karet/Ban,1- 50 pekerja,senin - jumat,kasual,kaos,kesehatan,indonesia,jobstreet,"d3, s1, s2, s3"
140,sulawesi,sulawesi tenggara,medical representative,PT Meiji Indonesia,2,0 - 4 tahun,14,BioTeknologi/Farmasi/Riset klinik,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, kacamata",inggris,jobstreet,"d3, s1"
141,jawa,dki jakarta,full stack developer,PT Megaxus Infotech,3,0 - 4 tahun,14,Hiburan/Media,51 - 200 pekerja,senin - jumat,kasual,kaos,umum,inggris,jobstreet,s1
142,jawa,dki jakarta,mobile application developer manager,Perusahaan Dirahasiakan,4,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,s1
143,jawa,dki jakarta,python developer,PT Mitra Infoparama,2,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, kacamata",indonesia,jobstreet,d3
144,jawa,dki jakarta,software engineering manager,Perusahaan Dirahasiakan,4,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,s1
145,jawa,jawa barat,s2 arsitektur,PT Buana Desain Arsiplano,5,5 - 9 tahun,14,Konsultasi (Bisnis & Manajemen),1- 50 pekerja,senin - sabtu,bisnis,kemeja,umum,indonesia,jobstreet,"s1, s2"
146,jawa,dki jakarta,supervisor sales nasional advertising material mandarin speaker,PT Wook Global Technology,3,0 - 4 tahun,14,Elektrikal & Elektronik,1001 - 2000 pekerja,senin - sabtu,bisnis,kemeja,"umum, makan, komunikasi, bonus, thr, bpjs kesehatan","indonesia, indonesia, inggris, inggris",jobstreet,tidak dicantumkan
147,jawa,dki jakarta,software developer,Perusahaan Dirahasiakan,3,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,s1
148,sumatera,lampung,field collection bandar jaya,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",indonesia,jobstreet,"d3, s1, sma"
149,papua,papua,sales and marketing staff,mutiara group,1,0 - 4 tahun,5,Makanan & Minuman/Katering/Restoran,1- 50 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,s1
150,jawa,jawa tengah,staff procurement & exim,PT Patigeni Mitra Sejati,3,0 - 4 tahun,14,Pelayanan Perbaikan & Pemeliharaan,51 - 200 pekerja,senin - jumat,kasual,kaos,kesehatan,indonesia,jobstreet,tidak dicantumkan
151,jawa,dki jakarta,programmer,PT Megaxus Infotech,4,0 - 4 tahun,14,Hiburan/Media,51 - 200 pekerja,senin - jumat,kasual,kaos,umum,inggris,jobstreet,"d3, s1"
152,kalimantan,kalimantan utara,teknisi elektromedik tarakan,PT. Sumber Rejeki Medika Jaya,2,0 - 4 tahun,5,Kesehatan/Medis,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,"d3, s1"
153,jawa,dki jakarta,mobile developer,PT Avows Technologies,2,0 - 4 tahun,13,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",51 - 200 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum",inggris,jobstreet,s1
154,jawa,dki jakarta,ui ux designer,Perusahaan Dirahasiakan,4,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,s1
155,jawa,dki jakarta,game designer or producer,Perusahaan Dirahasiakan,5,5 - 9 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,s1
156,sumatera,lampung,program magang it mobile developer,PT Great Giant Pineapple,1,0 - 4 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, pendidikan, umum",indonesia,jobstreet,s1
157,jawa,dki jakarta,back end developer,PT Cranium Royal Aditama,2,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,bisnis,kemeja,umum,indonesia,jobstreet,s1
158,jawa,dki jakarta,application architect,PT Avows Technologies,5,5 - 9 tahun,13,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",51 - 200 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum",inggris,jobstreet,tidak dicantumkan
159,jawa,dki jakarta,training & people development,PT Putra Bangun Bersama,5,5 - 9 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,2001 - 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum","indonesia, inggris",jobstreet,s1
160,sumatera,sumatera utara,aesthetic doctor,EUROMEDICA GROUP,2,0 - 4 tahun,14,Perawatan/Kecantikan/Fitnes,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,profesi
161,jawa,dki jakarta,speech or natural language researcher,GFI System,2,0 - 4 tahun,2,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,kasual,kaos,umum,indonesia,jobstreet,tidak dicantumkan
162,tidak diketahui,tidak diketahui,financial advisor,PT AXA Mandiri Financial Services,2,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,501 - 1000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum",indonesia,jobstreet,d3
163,jawa,dki jakarta,software engineer,PT iZeno Teknologi Indonesia,3,0 - 4 tahun,14,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",inggris,jobstreet,tidak dicantumkan
164,tidak diketahui,tidak diketahui,bancassurance officer,PT Panin Dai-ichi Life,1,0 - 4 tahun,14,Asuransi,201 - 500 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,indonesia,jobstreet,"profesi, d3, s1"
165,jawa,dki jakarta,game design director,Perusahaan Dirahasiakan,5,5 - 9 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,s1
166,tidak diketahui,tidak diketahui,experienced java / kotlin developers,DevStack,2,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,kasual,kaos,tidak tersedia,tidak dicantumkan,jobstreet,"s1, profesi"
167,jawa,jawa tengah,apoteker penanggung jawab industri kosmetik,CV. Zweena Adi Nugraha,1,0 - 4 tahun,4,Manufaktur/Produksi,51 - 200 pekerja,senin - sabtu,kasual,kaos,kesehatan,indonesia,jobstreet,s1
168,jawa,dki jakarta,flutter with google language developer,PT IDE DUA SEN (IDDS),4,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,"d3, s1, s2, s3"
169,jawa,dki jakarta,programmer,Perusahaan Dirahasiakan,4,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,s1
170,tidak diketahui,tidak diketahui,dokter,PT Rumah Sunatan Indonesia,2,0 - 4 tahun,14,Kesehatan/Medis,51 - 200 pekerja,senin - jumat,seragam,seragam kantor/lapangan,kesehatan,indonesia,jobstreet,s1
171,tidak diketahui,tidak diketahui,senior front end developer,PT Cahaya Bintang Industri,3,0 - 4 tahun,1,Komputer/Teknik Informatika (Perangkat Keras),1- 50 pekerja,senin - jumat,kasual,kaos,tidak tersedia,inggris,jobstreet,s1
172,jawa,banten,senior network engineer,PT Visionet Data Internasional,5,5 - 9 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),1001 - 2000 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,"indonesia, inggris",jobstreet,s1
173,jawa,dki jakarta,sap basis consultant,PT Accenture,3,0 - 4 tahun,14,Konsultasi (Bisnis & Manajemen),501 - 1000 pekerja,fleksibel,bisnis,kemeja,kesehatan,"indonesia, inggris",jobstreet,profesi
174,jawa,dki jakarta,sap abap consultant,PT Accenture,3,0 - 4 tahun,14,Konsultasi (Bisnis & Manajemen),501 - 1000 pekerja,fleksibel,bisnis,kemeja,kesehatan,"indonesia, inggris",jobstreet,"profesi, s1"
175,jawa,jawa timur,staf editor 3d animator atau creative support,PT Imperium Happy Puppy,2,0 - 4 tahun,11,Hiburan/Media,51 - 200 pekerja,senin - sabtu,formal,kemeja polos & dasi,tidak tersedia,indonesia,jobstreet,"d3, s1"
176,jawa,dki jakarta,magento application developer,PT. Soho Industri Pharmasi,3,0 - 4 tahun,14,Kesehatan/Medis,2001 - 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, pendidikan","indonesia, inggris",jobstreet,tidak dicantumkan
177,jawa,banten,backend developer,PT GLOBAL LOYALTY INDONESIA,1,0 - 4 tahun,1,Retail/Merchandise,51 - 200 pekerja,senin - jumat,kasual,kaos,bpjs kesehatan,indonesia,jobstreet,"s1, profesi"
178,sulawesi,sulawesi utara,sales,PT Multi Mayaka,0,0 - 4 tahun,14,Elektrikal & Elektronik,51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,indonesia,jobstreet,tidak dicantumkan
179,sulawesi,sulawesi utara,sales,PT Multi Mayaka,1,0 - 4 tahun,14,Elektrikal & Elektronik,51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,indonesia,jobstreet,tidak dicantumkan
180,maluku,maluku utara,mandarin translator,PT Halmahera Persada Lygend,1,0 - 4 tahun,14,Pertambangan,1- 50 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, kacamata",indonesia,jobstreet,d3
181,jawa,dki jakarta,sales executive,CV. Anugerah Jaya Abadi,2,0 - 4 tahun,14,Retail/Merchandise,1- 50 pekerja,senin - jumat,bisnis,kemeja,kesehatan,indonesia,jobstreet,tidak dicantumkan
182,jawa,jawa timur,android developer,Geniebook,2,0 - 4 tahun,8,Komputer/Teknik Informatika (Perangkat Lunak),51 - 200 pekerja,tidak spesifik,"kasual, seragam","kaos, seragam kantor/lapangan","kesehatan, umum, bonus, transportasi, pendidikan",inggris,jobstreet,"s1, d3, profesi, s3"
183,jawa,dki jakarta,kasir & kitchen crew,PT Berkat Jaya Damai,3,0 - 4 tahun,14,Makanan & Minuman/Katering/Restoran,1- 50 pekerja,senin - jumat,kasual,kaos,tidak tersedia,indonesia,jobstreet,tidak dicantumkan
184,jawa,jawa timur,administrasi logistik,"PT Wicaksana Overseas International, Tbk.",2,0 - 4 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,umum,indonesia,jobstreet,s1
185,jawa,jawa timur,supervisor warehouse,"PT Wicaksana Overseas International, Tbk.",3,0 - 4 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,umum,indonesia,jobstreet,s1
186,jawa,dki jakarta,waiter,CV OMG Sukses Betul,1,0 - 4 tahun,1,Makanan & Minuman/Katering/Restoran,1- 50 pekerja,tidak spesifik,kasual,kaos,"lembur, makan",indonesia,jobstreet,sma
187,tidak diketahui,tidak diketahui,"operations manager, cement/readymix plant",BAYES (Recruitment Firm),4,0 - 4 tahun,tidak tersedia,Manajemen/Konsulting HR,1- 50 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,profesi
188,sulawesi,sulawesi tengah,logistic staf,PT Bangunbersama Indonesia Gemilang,5,5 - 9 tahun,11,Konstruksi/Bangunan/Teknik,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,"d3, s1"
189,jawa,dki jakarta,accounting manager,PT JAC Indonesia,3,0 - 4 tahun,14,Manajemen/Konsulting HR,51 - 200 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,s1
190,jawa,dki jakarta,financial planning and analysis manager,PT JAC Indonesia (Recruitment Firm),4,0 - 4 tahun,14,Manajemen/Konsulting HR,51 - 200 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,s1
191,jawa,jawa timur,warehouse superintendent,PT Matahari Putra Makmur,5,5 - 9 tahun,14,Manufaktur/Produksi,501 - 1000 pekerja,senin - sabtu,bisnis,kemeja,kesehatan,indonesia,jobstreet,s1
192,jawa,dki jakarta,pembantu perekrutan dan pelatihan,PT Mitra Karya Texindo,3,0 - 4 tahun,14,Tekstil/Garment,51 - 200 pekerja,tidak spesifik,bisnis,kemeja,tidak tersedia,tidak dicantumkan,jobstreet,"d3, s1"
193,nusa tenggara,bali,accounting,Animalis Bali,2,0 - 4 tahun,tidak tersedia,Makanan & Minuman/Katering/Restoran,1- 50 pekerja,senin - jumat,bisnis,kemeja,kesehatan,indonesia,jobstreet,s1
194,tidak diketahui,tidak diketahui,programmer,PT Esphere Techno Corindo,3,0 - 4 tahun,5,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,kasual,kaos,"kesehatan, pendidikan, kacamata",inggris,jobstreet,tidak dicantumkan
195,sulawesi,sulawesi utara,sales consultant ef english first manado,PT. Edukasi Mandiri Pratama,1,0 - 4 tahun,14,Pendidikan,1- 50 pekerja,sabtu,bisnis,kemeja,"umum, tidak tersedia, kesehatan, lembur, bonus",inggris,jobstreet,profesi
196,sulawesi,sulawesi selatan,restaurant manager,CV Karya Tri Tunggal,3,0 - 4 tahun,tidak tersedia,Makanan & Minuman/Katering/Restoran,51 - 200 pekerja,senin - minggu,kasual,kaos,"tidak tersedia, pajak, bonus, kesehatan, pendidikan","indonesia, inggris",jobstreet,d3
197,sumatera,sumatera utara,logistic officer,PT Arta Boga Cemerlang,1,0 - 4 tahun,6,Produk Konsumen/Barang konsumen yang bergerak cepat,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, kacamata",indonesia,jobstreet,s1
198,jawa,dki jakarta,finance assistant manager,PT. LUNA BOGA NARAYAN,3,0 - 4 tahun,14,Makanan & Minuman/Katering/Restoran,201 - 500 pekerja,senin - jumat,bisnis,kemeja,kesehatan,indonesia,jobstreet,s1
199,jawa,dki jakarta,purchasing manager,PT. LUNA BOGA NARAYAN,5,5 - 9 tahun,14,Makanan & Minuman/Katering/Restoran,201 - 500 pekerja,senin - jumat,bisnis,kemeja,kesehatan,indonesia,jobstreet,s1
200,jawa,dki jakarta,customer service,PT Hana Fashion Indonesia,1,0 - 4 tahun,14,Manufaktur/Produksi,1- 50 pekerja,senin - sabtu,kasual,kaos,kesehatan,inggris,jobstreet,"d3, s1"
201,sumatera,riau,sales manager,PT Semunai Sawit Perkasa,5,5 - 9 tahun,8,Umum & Grosir,201 - 500 pekerja,senin - jumat,formal,kemeja polos & dasi,tidak tersedia,indonesia,jobstreet,s1
202,jawa,jawa timur,staf finance & accounting,CV He Corp,2,0 - 4 tahun,14,Makanan & Minuman/Katering/Restoran,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,kesehatan,indonesia,jobstreet,tidak dicantumkan
203,jawa,dki jakarta,human capital generalist,PT Triputra Investindo Arya (Triputra Group),2,0 - 4 tahun,14,Manufaktur/Produksi,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, kacamata, transportasi, tidak tersedia",indonesia,jobstreet,s1
204,jawa,dki jakarta,it infrastructure section head,PT Triputra Investindo Arya (Triputra Group),2,0 - 4 tahun,14,Manufaktur/Produksi,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, kacamata, transportasi, tidak tersedia",indonesia,jobstreet,s1
205,jawa,dki jakarta,digital marketing,PT TemanCEO Indonesia,2,0 - 4 tahun,8,Konsultasi (Bisnis & Manajemen),1- 50 pekerja,senin - jumat,bisnis,kemeja,kesehatan,indonesia,jobstreet,tidak dicantumkan
206,jawa,dki jakarta,marketing executive,PT Pandurasa Kharisma,2,0 - 4 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,51 - 200 pekerja,sabtu,bisnis,kemeja,kesehatan,indonesia,jobstreet,s1
207,jawa,banten,account executive,PT Lionel Jaya Logistics -Your Delivery Solution-,1,0 - 4 tahun,14,Transportasi/Logistik,1- 50 pekerja,senin - sabtu,kasual,kaos,kesehatan,indonesia,jobstreet,tidak dicantumkan
208,jawa,dki jakarta,warehouse and logistic spv,PT Kin Long Hardware Indonesia,7,5 - 9 tahun,2,Manufaktur/Produksi,201 - 500 pekerja,senin - jumat,bisnis,kemeja,tidak tersedia,indonesia,jobstreet,"s2, s1"
209,jawa,dki jakarta,legal corporate,Global Energi Lestari,3,0 - 4 tahun,14,Pertambangan,tidak spesifik,senin - jumat,formal,kemeja polos & dasi,tidak tersedia,"indonesia, inggris",jobstreet,s1
210,sumatera,kepulauan riau,dosen bahasa mandarin,Universitas Universal,3,0 - 4 tahun,6,Pendidikan,201 - 500 pekerja,sabtu,formal,kemeja polos & dasi,bpjs kesehatan,"indonesia, inggris",jobstreet,tidak dicantumkan
211,jawa,jawa timur,research and development manager for food products,Duta Surya,7,5 - 9 tahun,2,Produk Konsumen/Barang konsumen yang bergerak cepat,1- 50 pekerja,sabtu,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
